points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,18.13016758691432,14.898071596850293,5.241243651480204,72,0.0001,True,2000,4,mvol,2,rxn1,0.18131297049632386,0.0001
"(1, 3)",True,18.130957172630254,15.051000533966395,4.778357805595368,70,0.0001,True,2000,4,mvol,2,rxn1,0.18132086601816233,0.0001
"(1, 4)",True,18.130107766952904,15.147690989775588,4.7443062451945055,68,0.0001,True,2000,4,mvol,2,rxn1,0.18131242674290188,0.0001
"(1, 5)",True,18.129471502553248,14.98247090308441,4.80935362989542,67,0.0001,True,2000,4,mvol,2,rxn1,0.18130602061010678,0.0001
"(1, 6)",True,18.12965475863864,15.19347235221152,4.505556975140499,69,0.0001,True,2000,4,mvol,2,rxn1,0.18130789181621051,0.0001
"(1, 7)",True,18.12911335937666,15.00083838195965,4.735313293899011,66,0.0001,True,2000,4,mvol,2,rxn1,0.18130244308111915,0.0001
"(1, 8)",True,18.129180014743397,15.123686184453453,4.570616418352769,65,0.0001,True,2000,4,mvol,2,rxn1,0.18130313691654246,0.0001
"(1, 9)",True,18.12872605339725,15.204891204317166,4.3054715868719065,65,0.0001,True,2000,4,mvol,2,rxn1,0.18129859250466676,0.0001
"(1, 10)",True,18.128599598477344,15.249606818718018,4.030683852743321,65,0.0001,True,2000,4,mvol,2,rxn1,0.1812973055417081,0.0001
"(1, 11)",True,18.128447630957748,15.322615525516456,3.7507960156933033,66,0.0001,True,2000,4,mvol,2,rxn1,0.1812957865467294,0.0001
"(1, 12)",True,18.12930954572428,15.484531041524814,3.3799341674073826,67,0.0001,True,2000,4,mvol,2,rxn1,0.1813044230788915,0.0001
"(1, 13)",True,18.127147136401675,15.180375006727187,3.5669641957488842,65,0.0001,True,2000,4,mvol,2,rxn1,0.18128276211335084,0.0001
"(1, 14)",True,18.127477558279846,15.279488693713521,3.049714833797163,69,0.0001,True,2000,4,mvol,2,rxn1,0.18128606443539425,0.0001
"(1, 15)",True,18.127081894650342,15.19508690941344,2.9472437104768705,68,0.0001,True,2000,4,mvol,2,rxn1,0.18128206747335066,0.0001
"(1, 16)",True,18.12760394771347,15.244424516714592,2.5194266394947733,72,0.0001,True,2000,4,mvol,2,rxn1,0.18128728677873768,0.0001
"(1, 17)",True,18.12744372027568,15.200104922732823,2.418860596347688,73,0.0001,True,2000,4,mvol,2,rxn1,0.18128564238206663,0.0001
"(1, 18)",True,18.127222747862778,15.179550698481396,2.3504637095600787,73,0.0001,True,2000,4,mvol,2,rxn1,0.18128340298344414,0.0001
"(1, 19)",True,18.12824704151205,15.185096391620007,2.049807529529785,81,0.0001,True,2000,4,mvol,2,rxn1,0.18129363790980138,0.0001
"(1, 20)",True,18.127240236542587,15.060891920911406,2.896254451078525,77,0.0001,True,2000,4,mvol,2,rxn1,0.1812835243788643,0.0001
"(1, 21)",True,18.126786097160146,15.085478202395864,3.374785244265214,71,0.0001,True,2000,4,mvol,2,rxn1,0.18127894763132235,0.0001
"(1, 22)",True,18.1268435571945,15.105508877051443,2.956140783112795,73,0.0001,True,2000,4,mvol,2,rxn1,0.18127952018249838,0.0001
"(1, 23)",True,18.127979923507695,15.114635453497604,2.697009200401669,75,0.0001,True,2000,4,mvol,2,rxn1,0.18129087878230496,0.0001
"(1, 24)",True,18.128625192436417,15.174142306692652,2.8882575506326247,73,0.0001,True,2000,4,mvol,2,rxn1,0.1812973050325438,0.0001
"(1, 25)",True,18.127328556995007,15.207467642129739,3.0189619211635494,69,0.0001,True,2000,4,mvol,2,rxn1,0.1812843210063635,0.0001
"(1, 26)",True,18.127865433996273,15.203975903512022,2.623736312955504,71,0.0001,True,2000,4,mvol,2,rxn1,0.18128968951047383,0.0001
"(1, 27)",True,18.1296146774622,15.204165223123178,2.091394736614092,76,0.0001,True,2000,4,mvol,2,rxn1,0.1813071852069195,0.0001
"(1, 28)",True,18.130057230203587,15.252433313665973,2.228451366381971,76,0.0001,True,2000,4,mvol,2,rxn1,0.181311592615258,0.0001
"(1, 29)",True,18.130039955216752,15.30428843023871,2.451527838537474,76,0.0001,True,2000,4,mvol,2,rxn1,0.18131140428377504,0.0001
"(1, 30)",True,18.129098254944406,15.293273275348898,2.8707770863928883,73,0.0001,True,2000,4,mvol,2,rxn1,0.18130198341105166,0.0001
"(1, 31)",True,18.128703953701162,15.293279055451515,3.0164445932375794,73,0.0001,True,2000,4,mvol,2,rxn1,0.18129803886021778,0.0001
"(1, 32)",True,18.129206897880753,15.31715033016535,3.0638157272591497,74,0.0001,True,2000,4,mvol,2,rxn1,0.18130306388308137,0.0001
"(1, 33)",True,18.130594313403837,15.372782071711615,3.025920617463457,73,0.0001,True,2000,4,mvol,2,rxn1,0.18131692303003127,0.0001
"(1, 34)",True,18.128837828905958,15.449841123196144,3.5388614710100867,66,0.0001,True,2000,4,mvol,2,rxn1,0.18129934132116288,0.0001
"(1, 35)",True,18.128698676279782,15.457353546584788,3.5042482414350045,66,0.0001,True,2000,4,mvol,2,rxn1,0.18129794703075558,0.0001
"(1, 36)",True,18.128940050395077,15.431848260546124,3.3032723568204143,68,0.0001,True,2000,4,mvol,2,rxn1,0.18130036315120748,0.0001
"(1, 37)",True,18.129426845975118,15.455909100378149,3.133773722535969,70,0.0001,True,2000,4,mvol,2,rxn1,0.18130522596745843,0.0001
"(1, 38)",True,18.130664671045622,15.446584308689392,3.035293649697372,70,0.0001,True,2000,4,mvol,2,rxn1,0.18131760103495057,0.0001
"(1, 39)",True,18.13054247187636,15.485796932807693,3.2261997004291105,68,0.0001,True,2000,4,mvol,2,rxn1,0.1813163726159922,0.0001
"(1, 40)",True,18.12962141227417,15.512650633253738,3.5220631514909124,65,0.0001,True,2000,4,mvol,2,rxn1,0.18130715911385525,0.0001
"(1, 41)",True,18.12988278834605,15.565229196318956,3.4481711694295654,65,0.0001,True,2000,4,mvol,2,rxn1,0.18130976200668092,0.0001
"(1, 42)",True,18.12877889397259,15.553015674399932,3.5635167872013263,65,0.0001,True,2000,4,mvol,2,rxn1,0.18129872823595877,0.0001
"(1, 43)",True,18.12897956206188,15.564977289617271,3.4622180401420533,65,0.0001,True,2000,4,mvol,2,rxn1,0.18130073024426865,0.0001
"(1, 44)",True,18.128854548987004,15.540616120476072,3.480610344046808,65,0.0001,True,2000,4,mvol,2,rxn1,0.1812994843018452,0.0001
"(1, 45)",True,18.12911424464539,15.560135466884837,3.3221017322692776,66,0.0001,True,2000,4,mvol,2,rxn1,0.1813020761607762,0.0001
"(1, 46)",True,18.12934409361683,15.583115114820831,3.391564198128309,65,0.0001,True,2000,4,mvol,2,rxn1,0.18130437010087705,0.0001
"(1, 47)",True,18.12913938210346,15.57293731915655,3.4352586694909766,65,0.0001,True,2000,4,mvol,2,rxn1,0.18130232639320076,0.0001
"(1, 48)",True,18.13019331119628,15.60836792066447,3.3436540795818654,63,0.0001,True,2000,4,mvol,2,rxn1,0.18131285279339593,0.0001
"(1, 49)",True,18.129670874233955,15.59681446952345,3.351549704624434,64,0.0001,True,2000,4,mvol,2,rxn1,0.18130763320305443,0.0001
"(1, 50)",True,18.129649627687204,15.63429953901889,3.3276349686206017,64,0.0001,True,2000,4,mvol,2,rxn1,0.1813074135487705,0.0001
"(1, 51)",True,18.129064203956418,15.58483604141902,3.445504648799167,64,0.0001,True,2000,4,mvol,2,rxn1,0.18130157119132212,0.0001
"(1, 52)",True,18.12915183565516,15.619287563452186,3.3965533135954455,64,0.0001,True,2000,4,mvol,2,rxn1,0.18130244034356757,0.0001
"(1, 53)",True,18.129339632932354,15.627052310212436,3.3182401056957933,64,0.0001,True,2000,4,mvol,2,rxn1,0.18130431475663492,0.0001
