points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,18.162689196703173,14.854915527778928,5.188890690455788,72,0.0001,True,2000,4,als,2,rxn1,0.18162689196703172,
"(1, 3)",True,18.163571786536203,15.120351635338336,4.8384274372468905,64,0.0001,True,2000,4,als,2,rxn1,0.18163571786536203,
"(1, 4)",True,18.15851977173866,15.148647737152109,4.252567408558026,83,0.0001,True,2000,4,als,2,rxn1,0.1815851977173866,
"(1, 5)",True,18.157831275651688,14.89620201080691,4.572393942349968,81,0.0001,True,2000,4,als,2,rxn1,0.18157831275651687,
"(1, 6)",True,18.15798301467833,15.299910550370761,4.0517574573567785,81,0.0001,True,2000,4,als,2,rxn1,0.1815798301467833,
"(1, 7)",True,18.16268797578504,15.314988633057828,4.980599815908917,47,0.0001,True,2000,4,als,2,rxn1,0.1816268797578504,
"(1, 8)",True,18.15744986448185,15.257963641704821,4.064113521174518,79,0.0001,True,2000,4,als,2,rxn1,0.1815744986448185,
"(1, 9)",True,18.157239482842733,15.250578333761345,4.030252131857509,79,0.0001,True,2000,4,als,2,rxn1,0.18157239482842735,
"(1, 10)",True,18.156590197022567,15.48448080815763,3.8257719778881296,75,0.0001,True,2000,4,als,2,rxn1,0.18156590197022565,
"(1, 11)",True,18.15606474639103,15.254720011320366,4.008046284648561,72,0.0001,True,2000,4,als,2,rxn1,0.18156064746391032,
"(1, 12)",True,18.15694374863153,16.122473219349583,3.5699567015095424,63,0.0001,True,2000,4,als,2,rxn1,0.1815694374863153,
"(1, 13)",True,18.155356131157678,15.262798680491096,3.748724881777881,73,0.0001,True,2000,4,als,2,rxn1,0.18155356131157677,
"(1, 14)",True,18.156824440691224,15.081512686450228,3.815961810271725,82,0.0001,True,2000,4,als,2,rxn1,0.18156824440691224,
"(1, 15)",True,18.155080506680093,15.169657783751175,3.5180617796471196,79,0.0001,True,2000,4,als,2,rxn1,0.18155080506680094,
"(1, 16)",True,18.156774896123387,14.979551108912032,3.9117163879855004,77,0.0001,True,2000,4,als,2,rxn1,0.18156774896123387,
"(1, 17)",True,18.150361460179177,15.262337452688628,3.0081012902083035,68,0.0001,True,2000,4,als,2,rxn1,0.18150361460179176,
"(1, 18)",True,18.146093410768035,15.244848448114512,2.840599837543679,70,0.0001,True,2000,4,als,2,rxn1,0.18146093410768036,
"(1, 19)",True,18.149977693113726,15.332460031422215,2.4422186286380465,84,0.0001,True,2000,4,als,2,rxn1,0.18149977693113725,
"(1, 20)",True,18.15491524714827,15.010434157684733,3.9599767660643486,82,0.0001,True,2000,4,als,2,rxn1,0.1815491524714827,
"(1, 21)",True,18.15262081251769,15.067476546908425,3.9964375586323144,81,0.0001,True,2000,4,als,2,rxn1,0.1815262081251769,
"(1, 22)",True,18.152454659034202,15.117469024287207,3.968129583235429,78,0.0001,True,2000,4,als,2,rxn1,0.181524546590342,
"(1, 23)",True,18.153553973789162,15.083659247703313,3.959954858369793,80,0.0001,True,2000,4,als,2,rxn1,0.18153553973789163,
"(1, 24)",True,18.151269578127163,15.169530635267632,3.1704896711682613,87,0.0001,True,2000,4,als,2,rxn1,0.18151269578127163,
"(1, 25)",True,18.153931300949413,15.199719437059704,4.244328330608753,81,0.0001,True,2000,4,als,2,rxn1,0.18153931300949414,
"(1, 26)",True,18.15613575978868,15.157152413899624,4.719679215491638,81,0.0001,True,2000,4,als,2,rxn1,0.1815613575978868,
"(1, 27)",True,18.154980585396057,15.120186708697062,4.0353717780176135,81,0.0001,True,2000,4,als,2,rxn1,0.18154980585396058,
"(1, 28)",True,18.153418319578915,15.171303115839077,3.9765429891496575,81,0.0001,True,2000,4,als,2,rxn1,0.18153418319578915,
"(1, 29)",True,18.14948949860497,15.290433630785943,3.114008735878333,82,0.0001,True,2000,4,als,2,rxn1,0.18149489498604973,
"(1, 30)",True,18.147879112811825,15.272192241975526,3.3540628629265874,84,0.0001,True,2000,4,als,2,rxn1,0.18147879112811824,
"(1, 31)",True,18.152201549787264,15.305215820459898,4.145523181517029,81,0.0001,True,2000,4,als,2,rxn1,0.18152201549787264,
"(1, 32)",True,18.153398858945604,15.320620370039627,4.568063343478142,82,0.0001,True,2000,4,als,2,rxn1,0.18153398858945605,
"(1, 33)",True,18.149173320591714,15.37061131267009,3.3804012894193436,87,0.0001,True,2000,4,als,2,rxn1,0.18149173320591713,
"(1, 34)",True,18.151314990431587,15.40323972251483,4.174115198307899,83,0.0001,True,2000,4,als,2,rxn1,0.18151314990431586,
"(1, 35)",True,18.153744146717642,15.356640514644488,4.507224042729755,84,0.0001,True,2000,4,als,2,rxn1,0.18153744146717643,
"(1, 36)",True,18.156422069030558,15.289781735598641,4.8996991400957866,84,0.0001,True,2000,4,als,2,rxn1,0.1815642206903056,
"(1, 37)",True,18.15396977438113,15.402884334985638,4.2589330384310955,84,0.0001,True,2000,4,als,2,rxn1,0.18153969774381132,
"(1, 38)",True,18.15659790879154,15.283899209479985,4.420149982256155,86,0.0001,True,2000,4,als,2,rxn1,0.18156597908791539,
"(1, 39)",True,18.15534448161089,15.39659612911849,4.3475888922575034,83,0.0001,True,2000,4,als,2,rxn1,0.1815534448161089,
"(1, 40)",True,18.157313630400434,15.294862320190374,5.011959162113242,85,0.0001,True,2000,4,als,2,rxn1,0.18157313630400435,
"(1, 41)",True,18.154161427754364,15.41682014427159,4.553461752791704,83,0.0001,True,2000,4,als,2,rxn1,0.18154161427754364,
"(1, 42)",True,18.156045558431753,15.357856833919472,5.016983021378743,84,0.0001,True,2000,4,als,2,rxn1,0.18156045558431752,
"(1, 43)",True,18.153701595769274,15.425302434181297,4.562014395653328,83,0.0001,True,2000,4,als,2,rxn1,0.18153701595769275,
"(1, 44)",True,18.15570163495041,15.363733586705486,4.904538487429529,83,0.0001,True,2000,4,als,2,rxn1,0.1815570163495041,
"(1, 45)",True,18.150841658600996,15.41797867130925,3.9531415632360583,88,0.0001,True,2000,4,als,2,rxn1,0.18150841658600997,
"(1, 46)",True,18.153460289603217,15.441907285512007,4.562068222722896,83,0.0001,True,2000,4,als,2,rxn1,0.18153460289603215,
"(1, 47)",True,18.154804348951995,15.406034356494539,4.863610367769479,84,0.0001,True,2000,4,als,2,rxn1,0.18154804348951994,
"(1, 48)",True,18.15482239543822,15.405780786404012,4.633449523905471,82,0.0001,True,2000,4,als,2,rxn1,0.1815482239543822,
"(1, 49)",True,18.15053714804962,15.46239008341044,3.88304396918925,87,0.0001,True,2000,4,als,2,rxn1,0.1815053714804962,
"(1, 50)",True,18.153762986211742,15.487865180310393,4.459753635956517,83,0.0001,True,2000,4,als,2,rxn1,0.1815376298621174,
"(1, 51)",True,18.15630108197331,15.348648949413022,5.073526710452646,85,0.0001,True,2000,4,als,2,rxn1,0.1815630108197331,
"(1, 52)",True,18.153101172647137,15.485621407847892,4.500928863333637,84,0.0001,True,2000,4,als,2,rxn1,0.18153101172647138,
"(1, 53)",True,18.152788313009317,15.508108418226463,4.368324428499721,83,0.0001,True,2000,4,als,2,rxn1,0.18152788313009316,
"(1, 54)",True,18.153959824721884,15.446619696659047,4.672311719231235,84,0.0001,True,2000,4,als,2,rxn1,0.18153959824721883,
"(1, 55)",True,18.155373874456327,15.387922402103914,4.901554421691034,84,0.0001,True,2000,4,als,2,rxn1,0.18155373874456326,
"(1, 56)",True,18.15504905262187,15.413945640570867,4.761584232434157,83,0.0001,True,2000,4,als,2,rxn1,0.1815504905262187,
"(1, 57)",True,18.150898558652788,15.46949997885604,3.9599316655603323,89,0.0001,True,2000,4,als,2,rxn1,0.1815089855865279,
"(1, 58)",True,18.15524127062273,15.42924588976394,4.761774758589884,83,0.0001,True,2000,4,als,2,rxn1,0.18155241270622732,
"(1, 59)",True,18.159293523355586,15.2828761241984,5.425381797071334,85,0.0001,True,2000,4,als,2,rxn1,0.18159293523355588,
"(1, 60)",True,18.15536890603363,15.400688519707511,4.80270903903233,84,0.0001,True,2000,4,als,2,rxn1,0.18155368906033628,
"(1, 61)",True,18.153186792072326,15.559999652330486,4.3766760671461284,82,0.0001,True,2000,4,als,2,rxn1,0.18153186792072326,
"(1, 62)",True,18.158584997285708,15.306596106029685,5.413924135861546,86,0.0001,True,2000,4,als,2,rxn1,0.1815858499728571,
"(1, 63)",True,18.153119023793966,15.553439915196433,4.372634321741054,83,0.0001,True,2000,4,als,2,rxn1,0.18153119023793965,
"(1, 64)",True,18.15615313045016,15.363449628397863,5.002916481504025,85,0.0001,True,2000,4,als,2,rxn1,0.18156153130450162,
"(1, 65)",True,18.153643692837765,15.496689920411827,4.492697397962424,83,0.0001,True,2000,4,als,2,rxn1,0.18153643692837765,
"(1, 66)",True,18.155830848682275,15.396305932033602,4.874279897339002,83,0.0001,True,2000,4,als,2,rxn1,0.18155830848682275,
"(1, 67)",True,18.15401206507692,15.481067786101196,4.590518450463012,83,0.0001,True,2000,4,als,2,rxn1,0.1815401206507692,
"(1, 68)",True,18.15355664813269,15.498454552246924,4.457551747055981,83,0.0001,True,2000,4,als,2,rxn1,0.1815355664813269,
"(1, 69)",True,18.15564338448014,15.401805460170285,4.962223957129382,85,0.0001,True,2000,4,als,2,rxn1,0.1815564338448014,
"(1, 70)",True,18.155055889727198,15.424852036223156,4.740666788570129,83,0.0001,True,2000,4,als,2,rxn1,0.18155055889727198,
"(1, 71)",True,18.15433661494906,15.448778181722147,4.661701885751579,84,0.0001,True,2000,4,als,2,rxn1,0.1815433661494906,
"(1, 72)",True,18.156342201155407,15.363314279089828,5.037779028818899,85,0.0001,True,2000,4,als,2,rxn1,0.18156342201155407,
"(1, 73)",True,18.155914494006012,15.390155254942496,5.000923486680894,85,0.0001,True,2000,4,als,2,rxn1,0.18155914494006012,
"(1, 74)",True,18.15728953182568,15.325760499850167,5.14465251872939,85,0.0001,True,2000,4,als,2,rxn1,0.1815728953182568,
"(1, 75)",True,18.154645401891905,15.451321613437278,4.704528968582166,83,0.0001,True,2000,4,als,2,rxn1,0.18154645401891906,
"(1, 76)",True,18.157807462133785,15.308433659684697,5.258501532434292,86,0.0001,True,2000,4,als,2,rxn1,0.18157807462133785,
"(1, 77)",True,18.153991979208804,15.477344452611316,4.55083034644598,83,0.0001,True,2000,4,als,2,rxn1,0.18153991979208803,
"(1, 78)",True,18.15465627031017,15.442318711640652,4.661450915961133,83,0.0001,True,2000,4,als,2,rxn1,0.1815465627031017,
"(1, 79)",True,18.154361226972053,15.484979399564043,4.618799851554227,82,0.0001,True,2000,4,als,2,rxn1,0.18154361226972054,
"(1, 80)",True,18.15611810442922,15.399454644936409,5.071952877635057,85,0.0001,True,2000,4,als,2,rxn1,0.18156118104429217,
"(1, 81)",True,18.154701906093912,15.444087101171467,4.770168271544418,84,0.0001,True,2000,4,als,2,rxn1,0.18154701906093912,
"(1, 82)",True,18.154893051998435,15.439923963825525,4.839866478000691,85,0.0001,True,2000,4,als,2,rxn1,0.18154893051998436,
"(1, 83)",True,18.15403802837622,15.507652213906962,4.6541759498531885,84,0.0001,True,2000,4,als,2,rxn1,0.1815403802837622,
"(1, 84)",True,18.15445168683216,15.46220288147264,4.733660716804741,84,0.0001,True,2000,4,als,2,rxn1,0.18154451686832163,
"(1, 85)",True,18.150483933711868,15.591437373774806,3.7880803190836834,85,0.0001,True,2000,4,als,2,rxn1,0.1815048393371187,
"(1, 86)",True,18.154485337937253,15.468847357417912,4.748821372452623,84,0.0001,True,2000,4,als,2,rxn1,0.18154485337937254,
"(1, 87)",True,18.153275633580883,15.55828172519323,4.400903984626966,82,0.0001,True,2000,4,als,2,rxn1,0.18153275633580881,
"(1, 88)",True,18.154001183650934,15.505086628254881,4.571700814618701,82,0.0001,True,2000,4,als,2,rxn1,0.18154001183650934,
"(1, 89)",True,18.155309253230676,15.429482410137703,4.84644916435359,83,0.0001,True,2000,4,als,2,rxn1,0.18155309253230675,
"(1, 90)",True,18.151048844331612,15.505297965282152,3.9449336216056596,87,0.0001,True,2000,4,als,2,rxn1,0.18151048844331613,
"(1, 91)",True,18.15100411647594,15.53898714512158,3.9265012374937087,86,0.0001,True,2000,4,als,2,rxn1,0.18151004116475938,
"(1, 92)",True,18.15467943112841,15.451080793326941,4.739996216215584,83,0.0001,True,2000,4,als,2,rxn1,0.1815467943112841,
"(1, 93)",True,18.15754711155696,15.331574004035918,5.237811731872619,85,0.0001,True,2000,4,als,2,rxn1,0.18157547111556957,
"(1, 94)",True,18.152233857044305,15.45529856250466,4.13359584039701,88,0.0001,True,2000,4,als,2,rxn1,0.18152233857044303,
"(1, 95)",True,18.152378051045925,15.39452069647149,4.165315933660062,90,0.0001,True,2000,4,als,2,rxn1,0.18152378051045925,
"(1, 96)",True,18.152889184658637,15.441100232143771,4.063258812604822,90,0.0001,True,2000,4,als,2,rxn1,0.18152889184658635,
"(1, 97)",True,18.15896624237987,15.242299223089523,5.632235857961994,88,0.0001,True,2000,4,als,2,rxn1,0.18158966242379868,
"(1, 98)",True,18.15902204884745,15.267449224584047,5.043650449905136,91,0.0001,True,2000,4,als,2,rxn1,0.1815902204884745,
"(2, 3)",True,18.158077890899392,15.023927969371412,4.30291578620395,83,0.0001,True,2000,4,als,2,rxn1,0.18158077890899393,
"(2, 4)",True,18.15779907691894,14.980394377778124,4.311470096302048,81,0.0001,True,2000,4,als,2,rxn1,0.18157799076918943,
"(2, 5)",True,18.15785315472183,14.798080466542702,4.602345618689429,79,0.0001,True,2000,4,als,2,rxn1,0.1815785315472183,
"(2, 6)",True,18.15653679115338,15.074991901381877,4.0945775800062245,79,0.0001,True,2000,4,als,2,rxn1,0.1815653679115338,
"(2, 7)",True,18.152585085354666,15.13480643693413,3.971910598705154,77,0.0001,True,2000,4,als,2,rxn1,0.18152585085354667,
"(2, 8)",True,18.15543537425443,15.023861101403659,4.065309570597919,78,0.0001,True,2000,4,als,2,rxn1,0.1815543537425443,
"(2, 9)",True,18.155254406657658,15.010335064031773,4.026357365303247,78,0.0001,True,2000,4,als,2,rxn1,0.1815525440665766,
"(2, 10)",True,18.153111113041888,15.152224221127472,3.7448634610207523,76,0.0001,True,2000,4,als,2,rxn1,0.1815311111304189,
"(2, 11)",True,18.152731313131582,15.019579009323477,3.940809341700229,75,0.0001,True,2000,4,als,2,rxn1,0.18152731313131582,
"(2, 12)",True,18.151390294668094,15.510208668313352,3.0937286415950016,73,0.0001,True,2000,4,als,2,rxn1,0.18151390294668093,
"(2, 13)",True,18.153214049496622,15.021751763206842,3.7430669694494942,76,0.0001,True,2000,4,als,2,rxn1,0.18153214049496622,
"(2, 14)",True,18.15629842267555,14.910624546382685,3.9305163840197146,80,0.0001,True,2000,4,als,2,rxn1,0.1815629842267555,
"(2, 15)",True,18.153916006794415,14.996672080002389,3.622467541983817,78,0.0001,True,2000,4,als,2,rxn1,0.18153916006794416,
