points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,5.636633431750433e-06,2.2105889212697326e-05,3.42122105151572e-05,1032,0.0001,True,2000,4,als,0,rxn2,5.636633431750433e-08,
"(1, 3)",True,5.757865224324783e-06,1.6702437224952495e-05,3.5062367805968114e-05,968,0.0001,True,2000,4,als,0,rxn2,5.7578652243247835e-08,
"(1, 4)",True,5.2561877773953795e-06,1.4804914359953018e-05,2.8046904143033258e-05,952,0.0001,True,2000,4,als,0,rxn2,5.25618777739538e-08,
"(1, 5)",True,3.7166860205861206e-06,1.4358293739545427e-05,2.1927346193936225e-05,950,0.0001,True,2000,4,als,0,rxn2,3.7166860205861206e-08,
"(1, 6)",True,6.437489023436148e-06,2.788136039269783e-05,3.397615627988238e-05,901,0.0001,True,2000,4,als,0,rxn2,6.437489023436147e-08,
"(1, 7)",True,4.84596568895762e-06,2.2967946378529456e-05,2.2632469270970613e-05,902,0.0001,True,2000,4,als,0,rxn2,4.84596568895762e-08,
"(1, 8)",True,4.237674063481803e-06,3.400201030189702e-05,2.7570889186410204e-05,847,0.0001,True,2000,4,als,0,rxn2,4.2376740634818033e-08,
"(1, 9)",True,4.701277269103841e-06,4.127921915177592e-05,2.7973975475807018e-05,788,0.0001,True,2000,4,als,0,rxn2,4.701277269103841e-08,
"(1, 10)",True,4.5519921422856655e-06,4.224416594012696e-05,2.383672813862585e-05,688,0.0001,True,2000,4,als,0,rxn2,4.551992142285665e-08,
"(1, 11)",True,4.701277269103841e-06,5.715344001697356e-05,2.7055474498170096e-05,623,0.0001,True,2000,4,als,0,rxn2,4.701277269103841e-08,
"(1, 12)",True,5.2561877773953795e-06,6.0643495180138866e-05,3.035157103843079e-05,644,0.0001,True,2000,4,als,0,rxn2,5.25618777739538e-08,
"(1, 13)",True,3.3243050372214996e-06,5.3616559027293176e-05,2.347977761195321e-05,698,0.0001,True,2000,4,als,0,rxn2,3.3243050372214995e-08,
"(1, 14)",True,7.345745732974751e-08,3.457174826999391e-05,1.3529437315573877e-05,747,0.0001,True,2000,4,als,0,rxn2,7.345745732974751e-10,
"(1, 15)",True,4.701277269103841e-06,6.153995818265457e-05,2.1889417501740062e-05,721,0.0001,True,2000,4,als,0,rxn2,4.701277269103841e-08,
"(1, 16)",True,2.8789326121623917e-06,5.087083505710566e-05,1.6625912293749514e-05,737,0.0001,True,2000,4,als,0,rxn2,2.8789326121623918e-08,
"(1, 17)",True,3.8980931842610325e-06,6.99222937023083e-05,2.1167458206614387e-05,720,0.0001,True,2000,4,als,0,rxn2,3.898093184261033e-08,
"(1, 18)",True,4.397642205303702e-06,8.472328753823165e-05,2.3827683435347568e-05,710,0.0001,True,2000,4,als,0,rxn2,4.397642205303702e-08,
"(1, 19)",True,2.6280938886976898e-06,7.392929822001055e-05,1.9069597787422614e-05,719,0.0001,True,2000,4,als,0,rxn2,2.62809388869769e-08,
"(1, 20)",True,3.3243050372214996e-06,7.86821887251166e-05,1.7303911084494764e-05,722,0.0001,True,2000,4,als,0,rxn2,3.3243050372214995e-08,
"(1, 21)",True,4.237674063481803e-06,0.00011776701849263121,1.8430508702349658e-05,720,0.0001,True,2000,4,als,0,rxn2,4.2376740634818033e-08,
"(1, 22)",True,2.6280938886976898e-06,0.00014793752384229284,1.5940335988337097e-05,737,0.0001,True,2000,4,als,0,rxn2,2.62809388869769e-08,
"(1, 23)",True,4.237674063481803e-06,0.00015800793129789356,1.441955897039049e-05,765,0.0001,True,2000,4,als,0,rxn2,4.2376740634818033e-08,
"(1, 24)",True,2.0357127726391283e-06,6.463332586834941e-05,5.925356111098679e-06,836,0.0001,True,2000,4,als,0,rxn2,2.035712772639128e-08,
"(1, 25)",True,7.345745732974751e-08,0.00011947717330615118,1.1498413835393787e-05,839,0.0001,True,2000,4,als,0,rxn2,7.345745732974751e-10,
"(1, 26)",True,7.345745732974751e-08,8.292421347290799e-05,8.347095574970533e-06,885,0.0001,True,2000,4,als,0,rxn2,7.345745732974751e-10,
"(1, 27)",True,7.345745732974751e-08,9.982506864707536e-05,1.0325438379494948e-05,903,0.0001,True,2000,4,als,0,rxn2,7.345745732974751e-10,
"(1, 28)",True,1.6621525186107498e-06,0.00011579807770706244,1.2190184151088567e-05,920,0.0001,True,2000,4,als,0,rxn2,1.6621525186107497e-08,
"(1, 29)",True,7.345745732974751e-08,8.084670281290257e-05,8.6196147005135e-06,960,0.0001,True,2000,4,als,0,rxn2,7.345745732974751e-10,
"(1, 30)",True,2.3506386345519205e-06,0.000117393174047469,1.2607848349773912e-05,960,0.0001,True,2000,4,als,0,rxn2,2.3506386345519204e-08,
"(1, 31)",True,3.525957951827881e-06,0.00014144687780972764,1.5289871663773464e-05,967,0.0001,True,2000,4,als,0,rxn2,3.525957951827881e-08,
"(1, 32)",True,2.3506386345519205e-06,0.00010282480653136577,1.1185819677972368e-05,999,0.0001,True,2000,4,als,0,rxn2,2.3506386345519204e-08,
"(1, 33)",True,1.6621525186107498e-06,0.0001284640953580178,1.4040194883771785e-05,1000,0.0001,True,2000,4,als,0,rxn2,1.6621525186107497e-08,
"(1, 34)",True,4.986457555832249e-06,0.00020324336030268624,2.22999144420285e-05,986,0.0001,True,2000,4,als,0,rxn2,4.9864575558322486e-08,
"(1, 35)",True,2.3506386345519205e-06,0.00011848495256921094,1.3059155648075552e-05,1026,0.0001,True,2000,4,als,0,rxn2,2.3506386345519204e-08,
"(1, 36)",True,3.525957951827881e-06,0.00015129365769044813,1.673203201160679e-05,1021,0.0001,True,2000,4,als,0,rxn2,3.525957951827881e-08,
"(1, 37)",True,4.701277269103841e-06,0.00016406732473570117,1.8203197555823763e-05,1024,0.0001,True,2000,4,als,0,rxn2,4.701277269103841e-08,
"(1, 38)",True,4.237674063481803e-06,0.0001748284220697392,1.945450245234155e-05,1027,0.0001,True,2000,4,als,0,rxn2,4.2376740634818033e-08,
"(1, 39)",True,5.512736248576077e-06,0.00020715961143036662,2.311347616317031e-05,1023,0.0001,True,2000,4,als,0,rxn2,5.512736248576077e-08,
"(1, 40)",True,5.2561877773953795e-06,0.00019360664108466555,2.1656321320087603e-05,1032,0.0001,True,2000,4,als,0,rxn2,5.25618777739538e-08,
"(1, 41)",True,4.701277269103841e-06,0.00017924288277000738,2.0096340990182453e-05,1041,0.0001,True,2000,4,als,0,rxn2,4.701277269103841e-08,
"(1, 42)",True,4.701277269103841e-06,0.00016465492592524888,1.8500207075483922e-05,1050,0.0001,True,2000,4,als,0,rxn2,4.701277269103841e-08,
"(1, 43)",True,4.397642205303702e-06,0.00015804356424484891,1.779188517265754e-05,1056,0.0001,True,2000,4,als,0,rxn2,4.397642205303702e-08,
"(1, 44)",True,4.071425545278257e-06,0.00013852793841175867,1.5622959670152048e-05,1067,0.0001,True,2000,4,als,0,rxn2,4.071425545278256e-08,
"(1, 45)",True,4.84596568895762e-06,0.00017490230547954924,1.975622284734854e-05,1056,0.0001,True,2000,4,als,0,rxn2,4.84596568895762e-08,
