points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,17.726118698893046,32.39043305615459,3.863646679397105,100,0.0001,True,2000,4,fpgm,2,rxn2,0.17726118698893045,
"(1, 3)",True,17.721713067146823,29.96469266314585,3.4205009440872693,76,0.0001,True,2000,4,fpgm,2,rxn2,0.17721713067146824,
"(1, 4)",True,17.72472363058042,26.963373240128462,2.7200371549257665,70,0.0001,True,2000,4,fpgm,2,rxn2,0.1772472363058042,
"(1, 5)",True,17.72166319860519,26.3741104871827,1.8236641346657274,48,0.0001,True,2000,4,fpgm,2,rxn2,0.1772166319860519,
"(1, 6)",True,17.72342680783433,27.40160729312256,1.9149915622177138,46,0.0001,True,2000,4,fpgm,2,rxn2,0.17723426807834328,
"(1, 7)",True,17.72151471765653,26.864998208777074,2.078903305161867,46,0.0001,True,2000,4,fpgm,2,rxn2,0.17721514717656528,
"(1, 8)",True,17.72282990860409,27.144303004233162,2.1352689662733395,50,0.0001,True,2000,4,fpgm,2,rxn2,0.1772282990860409,
"(1, 9)",True,17.721897097229554,28.56782557131995,2.4437234620725006,43,0.0001,True,2000,4,fpgm,2,rxn2,0.17721897097229555,
"(1, 10)",True,17.7204801618723,29.695779472010095,2.6303128329689125,44,0.0001,True,2000,4,fpgm,2,rxn2,0.17720480161872298,
"(1, 11)",True,17.721663551382186,30.95157909903353,2.950365719188063,46,0.0001,True,2000,4,fpgm,2,rxn2,0.17721663551382186,
"(1, 12)",True,17.72131991334386,31.88697088581279,2.954786212587002,50,0.0001,True,2000,4,fpgm,2,rxn2,0.17721319913343858,
"(1, 13)",True,17.723271497516347,30.888136687394883,3.224942516852969,52,0.0001,True,2000,4,fpgm,2,rxn2,0.17723271497516346,
"(1, 14)",True,17.722884377743533,31.523674247454665,3.2431770286283474,53,0.0001,True,2000,4,fpgm,2,rxn2,0.17722884377743534,
"(1, 15)",True,17.720916158181126,32.11108082676599,3.3665871879056395,59,0.0001,True,2000,4,fpgm,2,rxn2,0.17720916158181124,
"(1, 16)",True,17.724256486231496,34.20368643713166,3.9155401856941725,53,0.0001,True,2000,4,fpgm,2,rxn2,0.17724256486231496,
"(1, 17)",True,17.722888026649734,35.0082357709896,4.1377814500113885,55,0.0001,True,2000,4,fpgm,2,rxn2,0.17722888026649733,
"(1, 18)",True,17.722408686828693,37.010420107032694,4.880103322888068,49,0.0001,True,2000,4,fpgm,2,rxn2,0.17722408686828692,
"(1, 19)",True,17.723544326912506,38.92931834635457,5.5243443697116,43,0.0001,True,2000,4,fpgm,2,rxn2,0.17723544326912508,
"(1, 20)",True,17.722877112215905,40.654007156591064,6.48229973092189,37,0.0001,True,2000,4,fpgm,2,rxn2,0.17722877112215904,
"(1, 21)",True,17.72278663953828,41.06143211808631,6.7526511400268365,41,0.0001,True,2000,4,fpgm,2,rxn2,0.17722786639538282,
"(1, 22)",True,17.72278331564518,41.36481825341372,6.757342242612101,45,0.0001,True,2000,4,fpgm,2,rxn2,0.1772278331564518,
"(1, 23)",True,17.72346969610535,41.54340283111335,6.791335677898248,49,0.0001,True,2000,4,fpgm,2,rxn2,0.1772346969610535,
"(1, 24)",True,17.724056914269024,41.651875243624715,7.001795808777088,54,0.0001,True,2000,4,fpgm,2,rxn2,0.17724056914269024,
"(1, 25)",True,17.72494329288639,42.735695000454264,7.736434665363402,52,0.0001,True,2000,4,fpgm,2,rxn2,0.17724943292886391,
"(1, 26)",True,17.725483548636443,42.92792102118768,7.83368512133659,56,0.0001,True,2000,4,fpgm,2,rxn2,0.17725483548636445,
"(1, 27)",True,17.727062911343374,43.1320701590722,7.897837265782595,60,0.0001,True,2000,4,fpgm,2,rxn2,0.17727062911343375,
"(1, 28)",True,17.726572867567974,43.0498170033798,7.897621800140823,63,0.0001,True,2000,4,fpgm,2,rxn2,0.17726572867567975,
"(1, 29)",True,17.727825024469478,44.17645973104466,8.71349773895769,60,0.0001,True,2000,4,fpgm,2,rxn2,0.1772782502446948,
"(1, 30)",True,17.72676035071576,45.964113719964374,10.11561530854292,51,0.0001,True,2000,4,fpgm,2,rxn2,0.17726760350715762,
"(1, 31)",True,17.727186125264897,46.52241679201014,10.579629928556043,48,0.0001,True,2000,4,fpgm,2,rxn2,0.17727186125264896,
"(1, 32)",True,17.728083141858562,47.02275446712316,11.018352546928336,46,0.0001,True,2000,4,fpgm,2,rxn2,0.17728083141858564,
"(1, 33)",True,17.72963265713154,48.095985382642354,12.037556865000893,42,0.0001,True,2000,4,fpgm,2,rxn2,0.1772963265713154,
"(1, 34)",True,17.728397752871714,49.93045080258456,14.02789502728291,31,0.0001,True,2000,4,fpgm,2,rxn2,0.17728397752871713,
"(1, 35)",True,17.728628572321334,50.50309907503912,14.743298437162736,28,0.0001,True,2000,4,fpgm,2,rxn2,0.17728628572321334,
"(1, 36)",True,17.72907282772846,50.71300386854122,15.043296136550985,27,0.0001,True,2000,4,fpgm,2,rxn2,0.1772907282772846,
"(1, 37)",True,17.730009439608,51.05095592386258,15.516052434554787,26,0.0001,True,2000,4,fpgm,2,rxn2,0.17730009439608,
"(1, 38)",True,17.73065230427149,51.759930800990105,16.50259801569787,21,0.0001,True,2000,4,fpgm,2,rxn2,0.1773065230427149,
"(1, 39)",True,17.73028643714298,51.7468722560326,16.561791886130244,21,0.0001,True,2000,4,fpgm,2,rxn2,0.1773028643714298,
"(1, 40)",True,17.729866895524566,52.11308260929176,17.105275547467283,18,0.0001,True,2000,4,fpgm,2,rxn2,0.17729866895524565,
"(1, 41)",True,17.729941355714164,52.13480893158738,17.187766067755895,18,0.0001,True,2000,4,fpgm,2,rxn2,0.17729941355714166,
"(1, 42)",True,17.72914646989152,52.17612088242109,17.26189834153177,18,0.0001,True,2000,4,fpgm,2,rxn2,0.1772914646989152,
"(1, 43)",True,17.729035651757478,52.17905676648705,17.285571045773363,18,0.0001,True,2000,4,fpgm,2,rxn2,0.17729035651757477,
"(1, 44)",True,17.728898743616465,52.19075103336274,17.299556127625653,18,0.0001,True,2000,4,fpgm,2,rxn2,0.17728898743616467,
"(1, 45)",True,17.728896482625753,51.9532576898574,16.99087859177779,20,0.0001,True,2000,4,fpgm,2,rxn2,0.17728896482625753,
"(1, 46)",True,17.728959062461136,51.95053374927724,16.99989591735005,20,0.0001,True,2000,4,fpgm,2,rxn2,0.17728959062461136,
"(1, 47)",True,17.728988525003615,51.96456516302679,17.03259404577676,20,0.0001,True,2000,4,fpgm,2,rxn2,0.17728988525003614,
"(1, 48)",True,17.729219154269774,52.04356947276402,17.14183869602365,19,0.0001,True,2000,4,fpgm,2,rxn2,0.17729219154269774,
"(1, 49)",True,17.729471190966724,52.104106845421214,17.22963438131583,19,0.0001,True,2000,4,fpgm,2,rxn2,0.17729471190966722,
"(1, 50)",True,17.729972039206146,52.07782477254001,17.24717203912545,19,0.0001,True,2000,4,fpgm,2,rxn2,0.17729972039206146,
"(1, 51)",True,17.729693701153135,52.34223912918221,17.646145897075854,16,0.0001,True,2000,4,fpgm,2,rxn2,0.17729693701153135,
"(1, 52)",True,17.73002880831273,52.41532143226301,17.80507511707645,15,0.0001,True,2000,4,fpgm,2,rxn2,0.1773002880831273,
"(1, 53)",True,17.730092938193902,52.49416538465255,17.90951333070575,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17730092938193903,
"(1, 54)",True,17.729851432869307,52.48463642326462,17.938795210976235,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729851432869306,
"(1, 55)",True,17.729195288574925,52.51389630439789,17.963696584963284,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729195288574925,
"(1, 56)",True,17.729225344433193,52.51193477775669,17.956765596380222,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729225344433194,
"(1, 57)",True,17.729201037933727,52.493060084037026,17.959507380100316,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729201037933728,
"(1, 58)",True,17.729419535888464,52.49864848212538,17.952680455537763,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729419535888463,
"(1, 59)",True,17.72946066544816,52.48542819822829,17.947898365686413,15,0.0001,True,2000,4,fpgm,2,rxn2,0.1772946066544816,
"(1, 60)",True,17.729516438747563,52.494636065553415,17.953177564287696,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729516438747564,
"(1, 61)",True,17.72976536386762,52.46230348509746,17.946479362499822,15,0.0001,True,2000,4,fpgm,2,rxn2,0.1772976536386762,
"(1, 62)",True,17.729494820861973,52.485098522465925,17.962319979709996,15,0.0001,True,2000,4,fpgm,2,rxn2,0.1772949482086197,
"(1, 63)",True,17.729772070007172,52.45717215199437,17.94751411706946,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729772070007171,
"(1, 64)",True,17.72955062877158,52.485034439620094,17.952677129012965,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729550628771581,
"(1, 65)",True,17.729787365176584,52.4601189236926,17.938902912171873,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729787365176586,
"(1, 66)",True,17.72981049201535,52.471287312978504,17.9366232600104,15,0.0001,True,2000,4,fpgm,2,rxn2,0.1772981049201535,
"(1, 67)",True,17.729847657022603,52.455641426258374,17.937116132603336,15,0.0001,True,2000,4,fpgm,2,rxn2,0.17729847657022602,
