points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,33.43734016359683,37.14054561622309,9.227704830325413,33,0.0001,True,2000,4,fpgm,5,rxn1,0.3343734016359683,
"(1, 3)",True,33.43914602647068,37.48283301420146,8.708472360914483,32,0.0001,True,2000,4,fpgm,5,rxn1,0.3343914602647068,
"(1, 4)",True,33.43717481706458,37.72455279819095,8.276616203125982,31,0.0001,True,2000,4,fpgm,5,rxn1,0.3343717481706458,
"(1, 5)",True,33.436209168207434,37.338496910340986,8.730188838726392,26,0.0001,True,2000,4,fpgm,5,rxn1,0.33436209168207437,
"(1, 6)",True,33.436989804274084,37.76299770974829,8.139370120593059,31,0.0001,True,2000,4,fpgm,5,rxn1,0.33436989804274087,
"(1, 7)",True,33.43629141007821,37.23679537752343,8.815678502897585,27,0.0001,True,2000,4,fpgm,5,rxn1,0.3343629141007821,
"(1, 8)",True,33.436524312085744,37.577907894490956,8.15920356114431,32,0.0001,True,2000,4,fpgm,5,rxn1,0.3343652431208574,
"(1, 9)",True,33.43669312081302,37.656524936939824,7.812989849255488,34,0.0001,True,2000,4,fpgm,5,rxn1,0.33436693120813016,
"(1, 10)",True,33.437390872538316,37.689906094517205,7.6570989333330886,33,0.0001,True,2000,4,fpgm,5,rxn1,0.3343739087253832,
"(1, 11)",True,33.43742421860119,37.92210077477979,7.160017636446979,35,0.0001,True,2000,4,fpgm,5,rxn1,0.33437424218601186,
"(1, 12)",True,33.43943098146265,38.23719705998126,6.3795409653019215,41,0.0001,True,2000,4,fpgm,5,rxn1,0.3343943098146265,
"(1, 13)",True,33.43570175414452,37.655683932117746,6.8562403609771385,37,0.0001,True,2000,4,fpgm,5,rxn1,0.33435701754144515,
"(1, 14)",True,33.4381547275147,37.75725819229025,6.2195678790049955,38,0.0001,True,2000,4,fpgm,5,rxn1,0.334381547275147,
"(1, 15)",True,33.43624187650819,37.70867128509991,5.94714921942566,38,0.0001,True,2000,4,fpgm,5,rxn1,0.3343624187650819,
"(1, 16)",True,33.437930216284045,37.95525267700372,5.361176200429007,41,0.0001,True,2000,4,fpgm,5,rxn1,0.33437930216284045,
"(1, 17)",True,33.43758755767243,37.776580946409474,5.325626661244427,40,0.0001,True,2000,4,fpgm,5,rxn1,0.3343758755767243,
"(1, 18)",True,33.43681817218464,37.70319630678026,5.0259980244567535,44,0.0001,True,2000,4,fpgm,5,rxn1,0.33436818172184635,
"(1, 19)",True,33.43978532835939,37.53910147664739,5.15370433497567,43,0.0001,True,2000,4,fpgm,5,rxn1,0.3343978532835939,
"(1, 20)",True,33.43742429233661,37.21262052241852,7.091046764514574,34,0.0001,True,2000,4,fpgm,5,rxn1,0.3343742429233661,
"(1, 21)",True,33.43492785657439,37.205477139378324,7.102855915832954,34,0.0001,True,2000,4,fpgm,5,rxn1,0.3343492785657439,
"(1, 22)",True,33.43620183625237,37.254221669090775,6.376859591596268,35,0.0001,True,2000,4,fpgm,5,rxn1,0.3343620183625237,
"(1, 23)",True,33.43701908015485,37.27401317540192,5.73929252076505,35,0.0001,True,2000,4,fpgm,5,rxn1,0.3343701908015485,
"(1, 24)",True,33.43594375186517,37.313761093715364,5.340676263398819,36,0.0001,True,2000,4,fpgm,5,rxn1,0.33435943751865166,
"(1, 25)",True,33.43563219312771,37.31086415658669,5.053298008104955,37,0.0001,True,2000,4,fpgm,5,rxn1,0.33435632193127707,
"(1, 26)",True,33.4365840420647,37.36204833312242,4.214983329284956,41,0.0001,True,2000,4,fpgm,5,rxn1,0.334365840420647,
"(1, 27)",True,33.43900281903336,37.39662608662708,3.443387643737901,44,0.0001,True,2000,4,fpgm,5,rxn1,0.3343900281903336,
"(1, 28)",True,33.440513707439514,37.389171658784285,4.016647777091028,42,0.0001,True,2000,4,fpgm,5,rxn1,0.3344051370743952,
"(1, 29)",True,33.439794796254034,37.39932792858711,4.7399532181833335,39,0.0001,True,2000,4,fpgm,5,rxn1,0.33439794796254035,
"(1, 30)",True,33.4379781708176,37.35214396249664,5.418912596855467,37,0.0001,True,2000,4,fpgm,5,rxn1,0.334379781708176,
"(1, 31)",True,33.438275973392564,37.32658346078019,5.99025712245408,34,0.0001,True,2000,4,fpgm,5,rxn1,0.33438275973392567,
"(1, 32)",True,33.43812196383607,37.36332128412792,6.026473499737871,34,0.0001,True,2000,4,fpgm,5,rxn1,0.33438121963836065,
"(1, 33)",True,33.43878407963717,37.43810033601869,5.7682893568048295,34,0.0001,True,2000,4,fpgm,5,rxn1,0.33438784079637174,
"(1, 34)",True,33.43677924943351,37.43210001149451,6.669582620938863,30,0.0001,True,2000,4,fpgm,5,rxn1,0.3343677924943351,
"(1, 35)",True,33.43747961566613,37.439071952056935,6.854548749265756,28,0.0001,True,2000,4,fpgm,5,rxn1,0.33437479615666127,
"(1, 36)",True,33.43803452021088,37.444856271333315,6.589526338652203,28,0.0001,True,2000,4,fpgm,5,rxn1,0.3343803452021088,
"(1, 37)",True,33.43796713277212,37.51540920281904,6.139142048118887,30,0.0001,True,2000,4,fpgm,5,rxn1,0.33437967132772123,
"(1, 38)",True,33.43866014457244,37.49428306791305,5.718319257423791,31,0.0001,True,2000,4,fpgm,5,rxn1,0.33438660144572435,
"(1, 39)",True,33.438517132567775,37.5438336868271,6.304014448436689,28,0.0001,True,2000,4,fpgm,5,rxn1,0.33438517132567774,
"(1, 40)",True,33.43713564255509,37.504960008953425,6.801804328271704,26,0.0001,True,2000,4,fpgm,5,rxn1,0.33437135642555094,
"(1, 41)",True,33.436881665460824,37.58258163190533,6.4185231216140695,27,0.0001,True,2000,4,fpgm,5,rxn1,0.33436881665460827,
"(1, 42)",True,33.43629894447673,37.56441668503517,6.932664551981012,25,0.0001,True,2000,4,fpgm,5,rxn1,0.33436298944476733,
"(1, 43)",True,33.436413928805855,37.58267131062386,6.74732291063304,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343641392880586,
"(1, 44)",True,33.436775524132386,37.56241205850494,6.938040530202698,24,0.0001,True,2000,4,fpgm,5,rxn1,0.3343677552413239,
"(1, 45)",True,33.437020198959516,37.620353326436614,6.557704259569621,25,0.0001,True,2000,4,fpgm,5,rxn1,0.33437020198959516,
"(1, 46)",True,33.43742110065344,37.64238860698796,6.749821026808961,24,0.0001,True,2000,4,fpgm,5,rxn1,0.33437421100653436,
"(1, 47)",True,33.43698092511092,37.62591571829017,6.705171273546703,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343698092511092,
"(1, 48)",True,33.437811965887185,37.61780214528923,6.431249798898323,24,0.0001,True,2000,4,fpgm,5,rxn1,0.3343781196588719,
"(1, 49)",True,33.43739427281893,37.646034510937895,6.493383098633713,24,0.0001,True,2000,4,fpgm,5,rxn1,0.33437394272818927,
"(1, 50)",True,33.43733987263066,37.70942077114597,6.161320396819548,24,0.0001,True,2000,4,fpgm,5,rxn1,0.33437339872630656,
"(1, 51)",True,33.43647308092047,37.62343825153829,6.298232703105442,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343647308092047,
"(1, 52)",True,33.43650111254089,37.678087146969645,6.155320161093049,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343650111254089,
"(1, 53)",True,33.436761142047565,37.693602345676105,6.028206200007382,25,0.0001,True,2000,4,fpgm,5,rxn1,0.33436761142047566,
"(1, 54)",True,33.43668992402369,37.70639538719408,5.981126172701268,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343668992402369,
"(1, 55)",True,33.43706179257045,37.67228316171248,6.066345418811791,25,0.0001,True,2000,4,fpgm,5,rxn1,0.33437061792570444,
"(1, 56)",True,33.43747618834792,37.674824179057474,6.0346841966436475,24,0.0001,True,2000,4,fpgm,5,rxn1,0.33437476188347925,
"(1, 57)",True,33.436690266913814,37.669286922766055,6.120878326546897,25,0.0001,True,2000,4,fpgm,5,rxn1,0.33436690266913816,
"(1, 58)",True,33.43755527702279,37.6718592103457,5.9948265261895335,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343755527702279,
"(1, 59)",True,33.43741807203133,37.68511348659894,5.823676658527612,26,0.0001,True,2000,4,fpgm,5,rxn1,0.3343741807203133,
"(1, 60)",True,33.43765484612093,37.6552501925507,6.001329085521193,25,0.0001,True,2000,4,fpgm,5,rxn1,0.3343765484612093,
"(1, 61)",True,33.43749462191858,37.69704238215722,5.858873473833071,26,0.0001,True,2000,4,fpgm,5,rxn1,0.3343749462191858,
"(1, 62)",True,33.43700396450983,37.63446259606812,6.035038849188834,26,0.0001,True,2000,4,fpgm,5,rxn1,0.33437003964509826,
"(1, 63)",True,33.437220041181554,37.68947742649205,5.916599917005138,26,0.0001,True,2000,4,fpgm,5,rxn1,0.33437220041181553,
"(1, 64)",True,33.43747972086446,37.63217862827901,5.9145226518513185,26,0.0001,True,2000,4,fpgm,5,rxn1,0.3343747972086446,
"(1, 65)",True,33.43770095519073,37.680377923587436,5.805840240041197,26,0.0001,True,2000,4,fpgm,5,rxn1,0.33437700955190724,
"(1, 66)",True,33.43793270302734,37.676269120744585,5.7035680194568235,26,0.0001,True,2000,4,fpgm,5,rxn1,0.3343793270302734,
"(1, 67)",True,33.43789283261346,37.68985304748591,5.789908232888409,26,0.0001,True,2000,4,fpgm,5,rxn1,0.3343789283261346,
"(1, 68)",True,33.43800081208971,37.75247000588285,5.7022202997665286,26,0.0001,True,2000,4,fpgm,5,rxn1,0.33438000812089713,
"(1, 69)",True,33.437602154267424,37.681858253828466,5.7782859210961615,27,0.0001,True,2000,4,fpgm,5,rxn1,0.33437602154267426,
"(1, 70)",True,33.43778525565798,37.64290977158117,5.622172673092468,27,0.0001,True,2000,4,fpgm,5,rxn1,0.3343778525565798,
"(1, 71)",True,33.437729520304735,37.640612980640455,5.755147178491083,27,0.0001,True,2000,4,fpgm,5,rxn1,0.3343772952030473,
"(1, 72)",True,33.43763272502252,37.67084479373523,5.702298359016995,27,0.0001,True,2000,4,fpgm,5,rxn1,0.3343763272502252,
"(1, 73)",True,33.43764138003177,37.6552176239415,5.805296908081191,27,0.0001,True,2000,4,fpgm,5,rxn1,0.3343764138003177,
