points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,33.47160816978393,36.49991648986139,11.805410159526742,35,0.0001,True,2000,4,als,5,rxn1,0.3347160816978393,
"(1, 3)",True,33.47047779136293,37.178353238723126,9.691009963666458,47,0.0001,True,2000,4,als,5,rxn1,0.33470477791362935,
"(1, 4)",True,33.47236959074157,37.09422910053459,10.483466217073593,36,0.0001,True,2000,4,als,5,rxn1,0.3347236959074157,
"(1, 5)",True,33.47143517668888,36.52128823333821,11.483697454968462,31,0.0001,True,2000,4,als,5,rxn1,0.3347143517668888,
"(1, 6)",True,33.47483879774458,37.258680778831625,10.881578381471678,27,0.0001,True,2000,4,als,5,rxn1,0.3347483879774458,
"(1, 7)",True,33.46833401755972,37.260197775219474,10.591597616647567,28,0.0001,True,2000,4,als,5,rxn1,0.3346833401755972,
"(1, 8)",True,33.4681847495995,37.23482778586987,9.59624050112349,41,0.0001,True,2000,4,als,5,rxn1,0.334681847495995,
"(1, 9)",True,33.46749999443712,37.1178976647999,9.741447458330903,38,0.0001,True,2000,4,als,5,rxn1,0.3346749999443712,
"(1, 10)",True,33.4675488038861,37.39294834344148,9.41352521076898,35,0.0001,True,2000,4,als,5,rxn1,0.33467548803886105,
"(1, 11)",True,33.46740659929665,36.83760252284148,10.253439010385526,32,0.0001,True,2000,4,als,5,rxn1,0.3346740659929665,
"(1, 12)",True,33.46436318616221,39.07766152286286,6.995164002209255,49,0.0001,True,2000,4,als,5,rxn1,0.3346436318616221,
"(1, 13)",True,33.461122580570816,37.27313879719062,7.975770924365732,53,0.0001,True,2000,4,als,5,rxn1,0.3346112258057081,
"(1, 14)",True,33.463843965090476,36.99664029034578,8.30250244817913,55,0.0001,True,2000,4,als,5,rxn1,0.33463843965090473,
"(1, 15)",True,33.46000593041189,36.981127922249584,8.249378621663642,46,0.0001,True,2000,4,als,5,rxn1,0.3346000593041189,
"(1, 16)",True,33.46277690649117,36.740210961438734,9.013954516130102,46,0.0001,True,2000,4,als,5,rxn1,0.3346277690649117,
"(1, 17)",True,33.45450469339723,37.44825268243432,6.610218132102207,48,0.0001,True,2000,4,als,5,rxn1,0.33454504693397236,
"(1, 18)",True,33.45188507471817,37.2655502772046,6.668481658291411,49,0.0001,True,2000,4,als,5,rxn1,0.3345188507471817,
"(1, 19)",True,33.45678512381944,37.484054637425274,5.3604299266417685,58,0.0001,True,2000,4,als,5,rxn1,0.3345678512381944,
"(1, 20)",True,33.461076779358734,36.65351971951011,9.477219059515154,47,0.0001,True,2000,4,als,5,rxn1,0.33461076779358734,
"(1, 21)",True,33.45940579307771,36.67553058159648,9.564962731910455,45,0.0001,True,2000,4,als,5,rxn1,0.33459405793077707,
"(1, 22)",True,33.457912833608475,36.74426407698703,8.920049606932036,47,0.0001,True,2000,4,als,5,rxn1,0.3345791283360847,
"(1, 23)",True,33.458669974082476,36.74442969832922,8.51596910470261,49,0.0001,True,2000,4,als,5,rxn1,0.3345866997408247,
"(1, 24)",True,33.45578771267026,36.88390641392825,7.8377240887845625,48,0.0001,True,2000,4,als,5,rxn1,0.3345578771267026,
"(1, 25)",True,33.45885476930076,36.74378371644948,9.29212549461034,45,0.0001,True,2000,4,als,5,rxn1,0.33458854769300755,
"(1, 26)",True,33.46177290783591,36.62537699151097,10.208521324195402,44,0.0001,True,2000,4,als,5,rxn1,0.33461772907835907,
"(1, 27)",True,33.460240439137564,36.68324271987268,8.852043335644007,46,0.0001,True,2000,4,als,5,rxn1,0.3346024043913756,
"(1, 28)",True,33.45830181019863,36.776344334318054,8.393871358663873,46,0.0001,True,2000,4,als,5,rxn1,0.33458301810198626,
"(1, 29)",True,33.455473410006114,36.99214638401371,6.842442192159593,48,0.0001,True,2000,4,als,5,rxn1,0.33455473410006115,
"(1, 30)",True,33.45478430492647,36.91184335777959,7.84268130081187,43,0.0001,True,2000,4,als,5,rxn1,0.3345478430492647,
"(1, 31)",True,33.45787188653334,36.75574440468468,9.1561801238033,44,0.0001,True,2000,4,als,5,rxn1,0.3345787188653334,
"(1, 32)",True,33.45895729927008,36.71531337467191,9.868772734681633,44,0.0001,True,2000,4,als,5,rxn1,0.3345895729927008,
"(1, 33)",True,33.45481831382055,36.99585564503,7.6366939698534315,46,0.0001,True,2000,4,als,5,rxn1,0.33454818313820556,
"(1, 34)",True,33.45506162494414,36.87545664705904,8.84223249942429,45,0.0001,True,2000,4,als,5,rxn1,0.33455061624944143,
"(1, 35)",True,33.45961887793307,36.75679034718232,9.795878577869649,45,0.0001,True,2000,4,als,5,rxn1,0.33459618877933067,
"(1, 36)",True,33.461314336178596,36.67630719980491,10.185702736536484,45,0.0001,True,2000,4,als,5,rxn1,0.334613143361786,
"(1, 37)",True,33.45741294911288,36.861609861702874,8.957199506058048,45,0.0001,True,2000,4,als,5,rxn1,0.3345741294911288,
"(1, 38)",True,33.46097614834533,36.73065447252664,9.451926967970609,44,0.0001,True,2000,4,als,5,rxn1,0.3346097614834533,
"(1, 39)",True,33.458510214582034,36.83126791536364,8.999860260413355,44,0.0001,True,2000,4,als,5,rxn1,0.3345851021458203,
"(1, 40)",True,33.46270005043971,36.64576887825594,10.529878203558182,44,0.0001,True,2000,4,als,5,rxn1,0.3346270005043971,
"(1, 41)",True,33.457720221555796,36.8160094779659,9.36203945901695,44,0.0001,True,2000,4,als,5,rxn1,0.334577202215558,
"(1, 42)",True,33.46131849819546,36.684273928116816,10.484547146176965,44,0.0001,True,2000,4,als,5,rxn1,0.3346131849819546,
"(1, 43)",True,33.457698142362155,36.80687455673071,9.450125523693334,44,0.0001,True,2000,4,als,5,rxn1,0.3345769814236215,
"(1, 44)",True,33.4598285304303,36.71707425421045,10.024003723924457,44,0.0001,True,2000,4,als,5,rxn1,0.334598285304303,
"(1, 45)",True,33.45469802607543,36.93800191860771,8.437061290259377,45,0.0001,True,2000,4,als,5,rxn1,0.3345469802607543,
"(1, 46)",True,33.457794462610636,36.806351136446345,9.468875943446792,44,0.0001,True,2000,4,als,5,rxn1,0.33457794462610635,
"(1, 47)",True,33.4589795622933,36.781948391645365,9.947063005839631,44,0.0001,True,2000,4,als,5,rxn1,0.334589795622933,
"(1, 48)",True,33.45898649126569,36.759948702320685,9.423697258633128,44,0.0001,True,2000,4,als,5,rxn1,0.3345898649126569,
"(1, 49)",True,33.45501611387799,36.942906708057954,8.382948787917785,44,0.0001,True,2000,4,als,5,rxn1,0.3345501611387799,
"(1, 50)",True,33.45678767316086,36.8894387523617,8.841563822389878,45,0.0001,True,2000,4,als,5,rxn1,0.3345678767316086,
"(1, 51)",True,33.46058174823279,36.71018438624045,10.234910842141185,45,0.0001,True,2000,4,als,5,rxn1,0.3346058174823279,
"(1, 52)",True,33.45655658736189,36.88629512338468,9.133444483875897,46,0.0001,True,2000,4,als,5,rxn1,0.3345655658736189,
"(1, 53)",True,33.457053573382254,36.86341870317871,9.077256167876614,45,0.0001,True,2000,4,als,5,rxn1,0.3345705357338225,
"(1, 54)",True,33.45854397667282,36.805950065689174,9.621506730321382,45,0.0001,True,2000,4,als,5,rxn1,0.3345854397667282,
"(1, 55)",True,33.46031944592843,36.717656461245596,10.104829628255807,45,0.0001,True,2000,4,als,5,rxn1,0.33460319445928427,
"(1, 56)",True,33.45855043475273,36.78800702254999,9.412040655346932,45,0.0001,True,2000,4,als,5,rxn1,0.3345855043475273,
"(1, 57)",True,33.45493556951904,36.9791191393312,8.450733095634469,46,0.0001,True,2000,4,als,5,rxn1,0.3345493556951904,
"(1, 58)",True,33.4592981014174,36.77830668510163,9.573412134736785,45,0.0001,True,2000,4,als,5,rxn1,0.334592981014174,
"(1, 59)",True,33.46822431964051,36.58779567845309,12.24929782705909,31,0.0001,True,2000,4,als,5,rxn1,0.33468224319640516,
"(1, 60)",True,33.45971912292278,36.757080780369456,9.738868179884786,45,0.0001,True,2000,4,als,5,rxn1,0.33459719122922776,
"(1, 61)",True,33.459403498072085,36.920308709935405,11.023509094503872,27,0.0001,True,2000,4,als,5,rxn1,0.3345940349807208,
"(1, 62)",True,33.46539188994352,36.61890908864898,11.747727509803664,37,0.0001,True,2000,4,als,5,rxn1,0.3346539188994352,
"(1, 63)",True,33.45577166082693,36.95077028778785,8.667393686304752,47,0.0001,True,2000,4,als,5,rxn1,0.33455771660826933,
"(1, 64)",True,33.461558829163415,36.68171050888253,10.408057917128145,45,0.0001,True,2000,4,als,5,rxn1,0.3346155882916342,
"(1, 65)",True,33.45797396273017,36.8386851611164,9.240257817724986,45,0.0001,True,2000,4,als,5,rxn1,0.33457973962730175,
"(1, 66)",True,33.459662754229,36.747135190586896,9.666045572788043,45,0.0001,True,2000,4,als,5,rxn1,0.33459662754229,
"(1, 67)",True,33.457812512399755,36.848060296134626,9.187697796967738,45,0.0001,True,2000,4,als,5,rxn1,0.33457812512399754,
"(1, 68)",True,33.45737932467342,36.8691340094736,9.035597540205991,45,0.0001,True,2000,4,als,5,rxn1,0.3345737932467342,
"(1, 69)",True,33.46057351947607,36.7430437096991,10.223270929230932,45,0.0001,True,2000,4,als,5,rxn1,0.3346057351947607,
"(1, 70)",True,33.459750858337564,36.74341369299515,9.718527594895637,45,0.0001,True,2000,4,als,5,rxn1,0.3345975085833756,
"(1, 71)",True,33.458604870211694,36.81187830074253,9.489421917320822,45,0.0001,True,2000,4,als,5,rxn1,0.33458604870211694,
"(1, 72)",True,33.461826271981735,36.6748260539519,10.515748245628995,45,0.0001,True,2000,4,als,5,rxn1,0.3346182627198173,
"(1, 73)",True,33.46049853875747,36.740269181386914,10.175028790654487,45,0.0001,True,2000,4,als,5,rxn1,0.3346049853875747,
"(1, 74)",True,33.4623818705165,36.64244961245122,10.55140318042671,45,0.0001,True,2000,4,als,5,rxn1,0.334623818705165,
"(1, 75)",True,33.45905701488914,36.78226774837059,9.606899084531928,45,0.0001,True,2000,4,als,5,rxn1,0.33459057014889143,
"(1, 76)",True,33.46623223411662,36.63158112255384,11.753414854429728,34,0.0001,True,2000,4,als,5,rxn1,0.33466232234116616,
"(1, 77)",True,33.45804288965567,36.833398789959745,9.25742069728268,45,0.0001,True,2000,4,als,5,rxn1,0.33458042889655676,
"(1, 78)",True,33.45882365897115,36.78745044980861,9.430563009949037,45,0.0001,True,2000,4,als,5,rxn1,0.3345882365897115,
"(1, 79)",True,33.45792601698482,36.8317993710994,9.13595112359655,45,0.0001,True,2000,4,als,5,rxn1,0.3345792601698482,
"(1, 80)",True,33.45971338439519,36.78298701387495,10.036069427526021,45,0.0001,True,2000,4,als,5,rxn1,0.33459713384395184,
"(1, 81)",True,33.45878948689469,36.795457971622184,9.64988840612043,45,0.0001,True,2000,4,als,5,rxn1,0.3345878948689469,
"(1, 82)",True,33.45922464712734,36.799165417453075,9.859814668963237,45,0.0001,True,2000,4,als,5,rxn1,0.33459224647127345,
"(1, 83)",True,33.45672449922229,36.910735312059415,9.142230095657675,47,0.0001,True,2000,4,als,5,rxn1,0.3345672449922229,
"(1, 84)",True,33.45821179224033,36.82863233254264,9.472354079080347,45,0.0001,True,2000,4,als,5,rxn1,0.3345821179224033,
"(1, 85)",True,33.45460158840424,37.071083632872764,7.80936774650987,44,0.0001,True,2000,4,als,5,rxn1,0.33454601588404237,
"(1, 86)",True,33.458052722902515,36.83763468528326,9.489351301051716,46,0.0001,True,2000,4,als,5,rxn1,0.33458052722902515,
"(1, 87)",True,33.45681869539578,36.88610166411087,8.95134519567079,46,0.0001,True,2000,4,als,5,rxn1,0.3345681869539578,
"(1, 88)",True,33.45704104477028,36.872686044507226,8.924337140102082,45,0.0001,True,2000,4,als,5,rxn1,0.33457041044770275,
"(1, 89)",True,33.45855481919055,36.79075862082079,9.48183106854197,45,0.0001,True,2000,4,als,5,rxn1,0.33458554819190556,
"(1, 90)",True,33.45558354835254,36.96370448383305,8.33062990720074,45,0.0001,True,2000,4,als,5,rxn1,0.3345558354835254,
"(1, 91)",True,33.45487883120846,37.00882407772381,8.02242690388031,46,0.0001,True,2000,4,als,5,rxn1,0.3345487883120846,
"(1, 92)",True,33.458287133158535,36.803818260452374,9.376020668306442,45,0.0001,True,2000,4,als,5,rxn1,0.3345828713315853,
"(1, 93)",True,33.46702519085944,36.62430271989024,11.914406809180022,32,0.0001,True,2000,4,als,5,rxn1,0.3346702519085944,
"(1, 94)",True,33.455963277340985,36.93242701052021,8.346393828732088,48,0.0001,True,2000,4,als,5,rxn1,0.33455963277340983,
"(1, 95)",True,33.457166206135234,36.86648067630303,8.719655412808835,47,0.0001,True,2000,4,als,5,rxn1,0.33457166206135236,
"(1, 96)",True,33.45714245168288,36.957786246047064,8.034881582256581,51,0.0001,True,2000,4,als,5,rxn1,0.33457142451682875,
"(1, 97)",True,33.46404447553111,36.5335328665889,11.796194873217031,42,0.0001,True,2000,4,als,5,rxn1,0.3346404447553111,
"(1, 98)",True,33.46420464508351,36.674329755356894,9.828431415887685,53,0.0001,True,2000,4,als,5,rxn1,0.3346420464508351,
"(2, 3)",True,33.473355782246344,36.921205449445104,10.551476050236335,35,0.0001,True,2000,4,als,5,rxn1,0.33473355782246345,
"(2, 4)",True,33.4717692762338,36.89382145934634,10.649283373712043,33,0.0001,True,2000,4,als,5,rxn1,0.334717692762338,
"(2, 5)",True,33.47120743370614,36.443159037206065,11.483525475153934,29,0.0001,True,2000,4,als,5,rxn1,0.3347120743370614,
"(2, 6)",True,33.47292004123752,37.04085873808824,10.916611218303304,26,0.0001,True,2000,4,als,5,rxn1,0.33472920041237525,
"(2, 7)",True,33.46661819274585,37.06085090865438,10.611083668476743,27,0.0001,True,2000,4,als,5,rxn1,0.33466618192745845,
"(2, 8)",True,33.4685980833138,36.931177303675064,10.164145368630724,34,0.0001,True,2000,4,als,5,rxn1,0.334685980833138,
"(2, 9)",True,33.467180092039165,36.88797524398838,10.176288254533342,33,0.0001,True,2000,4,als,5,rxn1,0.33467180092039167,
"(2, 10)",True,33.459704559904445,37.40296977112875,7.965006510530602,51,0.0001,True,2000,4,als,5,rxn1,0.33459704559904446,
"(2, 11)",True,33.4650591476816,36.8742643823572,9.856685037784816,35,0.0001,True,2000,4,als,5,rxn1,0.33465059147681603,
"(2, 12)",True,33.459753586380295,38.20609513124548,6.335010843679474,55,0.0001,True,2000,4,als,5,rxn1,0.334597535863803,
"(2, 13)",True,33.45967712551731,37.10332074148832,8.040101580004194,53,0.0001,True,2000,4,als,5,rxn1,0.33459677125517306,
"(2, 14)",True,33.463099602544425,36.91798232566558,8.451021340222802,53,0.0001,True,2000,4,als,5,rxn1,0.3346309960254442,
"(2, 15)",True,33.45842426711089,37.03268983354964,8.010690893407814,49,0.0001,True,2000,4,als,5,rxn1,0.3345842426711089,
"(2, 16)",True,33.4620533069325,36.82788141533427,8.804030316597366,48,0.0001,True,2000,4,als,5,rxn1,0.33462053306932504,
"(2, 17)",True,33.4526353348204,37.429395718024445,6.481452251067656,50,0.0001,True,2000,4,als,5,rxn1,0.334526353348204,
"(2, 18)",True,33.45054739905457,37.334584762644916,6.466724261351225,51,0.0001,True,2000,4,als,5,rxn1,0.3345054739905457,
"(2, 19)",True,33.45524438842008,37.44822558164843,5.416567261260081,57,0.0001,True,2000,4,als,5,rxn1,0.3345524438842008,
"(2, 20)",True,33.46050795986766,36.70007470854478,8.733093586638075,50,0.0001,True,2000,4,als,5,rxn1,0.33460507959867664,
"(2, 21)",True,33.45906751467659,36.709234206937744,8.649684127469435,49,0.0001,True,2000,4,als,5,rxn1,0.3345906751467659,
"(2, 22)",True,33.45730196578289,36.79460645386007,8.067117833586066,50,0.0001,True,2000,4,als,5,rxn1,0.33457301965782893,
"(2, 23)",True,33.457649356903794,36.82634258729624,7.709952713865891,52,0.0001,True,2000,4,als,5,rxn1,0.3345764935690379,
"(2, 24)",True,33.454573629271785,36.96354908002792,6.838795463459161,52,0.0001,True,2000,4,als,5,rxn1,0.33454573629271783,
"(2, 25)",True,33.457792904594704,36.763394463463115,8.12412798101148,50,0.0001,True,2000,4,als,5,rxn1,0.3345779290459471,
"(2, 26)",True,33.46112384409845,36.630630340405666,9.092946922757852,49,0.0001,True,2000,4,als,5,rxn1,0.3346112384409845,
"(2, 27)",True,33.459046821653445,36.75722425247555,7.894282885934754,50,0.0001,True,2000,4,als,5,rxn1,0.33459046821653443,
"(2, 28)",True,33.45707432474838,36.83062449754285,7.306887755239785,50,0.0001,True,2000,4,als,5,rxn1,0.3345707432474838,
"(2, 29)",True,33.45443944758596,37.035351255998336,5.822019174734721,50,0.0001,True,2000,4,als,5,rxn1,0.33454439447585965,
"(2, 30)",True,33.452968579576186,36.92186201195706,6.404229937699023,48,0.0001,True,2000,4,als,5,rxn1,0.33452968579576187,
"(2, 31)",True,33.45640087912018,36.74292297894551,7.762248259781934,50,0.0001,True,2000,4,als,5,rxn1,0.33456400879120185,
"(2, 32)",True,33.45797388058141,36.681389367328684,8.48133636592946,50,0.0001,True,2000,4,als,5,rxn1,0.33457973880581415,
"(2, 33)",True,33.45369086139854,36.95453327870645,6.1653668345794905,50,0.0001,True,2000,4,als,5,rxn1,0.3345369086139854,
"(2, 34)",True,33.4535760771131,36.84463705401564,7.190979968246557,52,0.0001,True,2000,4,als,5,rxn1,0.334535760771131,
"(2, 35)",True,33.45886479829874,36.71093693060019,8.313485135537432,51,0.0001,True,2000,4,als,5,rxn1,0.33458864798298743,
"(2, 36)",True,33.46063327409221,36.63240763981456,8.807307230263662,51,0.0001,True,2000,4,als,5,rxn1,0.3346063327409221,
"(2, 37)",True,33.45626940330132,36.81481154037473,7.367969467162584,51,0.0001,True,2000,4,als,5,rxn1,0.3345626940330132,
"(2, 38)",True,33.45992979961767,36.676627375394204,8.04470826593281,50,0.0001,True,2000,4,als,5,rxn1,0.33459929799617666,
"(2, 39)",True,33.45756747267895,36.76600487178181,7.440876650191228,50,0.0001,True,2000,4,als,5,rxn1,0.3345756747267895,
"(2, 40)",True,33.4623235864342,36.572481817562576,9.232387615150735,49,0.0001,True,2000,4,als,5,rxn1,0.334623235864342,
"(2, 41)",True,33.45717733491024,36.73163620803409,7.8770488703977355,49,0.0001,True,2000,4,als,5,rxn1,0.33457177334910243,
"(2, 42)",True,33.46078815932137,36.614528233027514,9.045420515693142,50,0.0001,True,2000,4,als,5,rxn1,0.33460788159321364,
"(2, 43)",True,33.45686812525147,36.733736424595264,7.8760878735933675,50,0.0001,True,2000,4,als,5,rxn1,0.33456868125251465,
"(2, 44)",True,33.45908677117358,36.64649597960019,8.55242321847352,50,0.0001,True,2000,4,als,5,rxn1,0.3345908677117358,
"(2, 45)",True,33.45396363391312,36.85562948518993,6.810569264992389,50,0.0001,True,2000,4,als,5,rxn1,0.3345396363391312,
"(2, 46)",True,33.45698000850923,36.7312591108203,7.8904575084390896,50,0.0001,True,2000,4,als,5,rxn1,0.33456980008509224,
"(2, 47)",True,33.458167706444456,36.71014816960705,8.376434268761365,50,0.0001,True,2000,4,als,5,rxn1,0.3345816770644445,
"(2, 48)",True,33.45831257821368,36.66737863960113,8.016615694046433,49,0.0001,True,2000,4,als,5,rxn1,0.3345831257821368,
"(2, 49)",True,33.45430675342851,36.84574575163069,6.729074414894492,49,0.0001,True,2000,4,als,5,rxn1,0.33454306753428514,
