points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,18.130169410259352,14.898262114726672,5.242053943296932,72,0.0001,True,2000,4,mvol,2,rxn1,0.18130282362602945,1e-05
"(1, 3)",True,18.13096097731425,15.051174282738037,4.779304996028248,70,0.0001,True,2000,4,mvol,2,rxn1,0.18131073925615798,1e-05
"(1, 4)",True,18.1301117252073,15.14802503225882,4.74538428409073,68,0.0001,True,2000,4,mvol,2,rxn1,0.18130225221098448,1e-05
"(1, 5)",True,18.12947565455798,14.982690575787535,4.810424494953164,67,0.0001,True,2000,4,mvol,2,rxn1,0.18129588715539757,1e-05
"(1, 6)",True,18.12965901715283,15.193850456199511,4.5067280537187875,69,0.0001,True,2000,4,mvol,2,rxn1,0.1812977246462982,1e-05
"(1, 7)",True,18.129117590420275,15.001134349075128,4.736418924945672,66,0.0001,True,2000,4,mvol,2,rxn1,0.18129230690590484,1e-05
"(1, 8)",True,18.12918409647771,15.124155047543933,4.571753119367934,65,0.0001,True,2000,4,mvol,2,rxn1,0.181292974696048,1e-05
"(1, 9)",True,18.128729775522526,15.205469603572636,4.306630138971109,65,0.0001,True,2000,4,mvol,2,rxn1,0.18128843100854367,1e-05
"(1, 10)",True,18.12860300012957,15.250223134823756,4.031897054514202,65,0.0001,True,2000,4,mvol,2,rxn1,0.18128716101585093,1e-05
"(1, 11)",True,18.128450954309933,15.323358188468063,3.7521517688853843,66,0.0001,True,2000,4,mvol,2,rxn1,0.18128564062851144,1e-05
"(1, 12)",True,18.12931214720996,15.48555925939769,3.381480163884099,67,0.0001,True,2000,4,mvol,2,rxn1,0.18129425429927232,1e-05
"(1, 13)",True,18.127148127206542,15.18115644252324,3.5683057783205836,65,0.0001,True,2000,4,mvol,2,rxn1,0.18127261041537174,1e-05
"(1, 14)",True,18.127477577737316,15.28047140033443,3.0512447389093293,69,0.0001,True,2000,4,mvol,2,rxn1,0.1812759047346149,1e-05
"(1, 15)",True,18.12708085100828,15.195814244854756,2.948551350892757,68,0.0001,True,2000,4,mvol,2,rxn1,0.18127193343660805,1e-05
"(1, 16)",True,18.127601665833694,15.245309251686397,2.520862655990322,72,0.0001,True,2000,4,mvol,2,rxn1,0.18127714146603727,1e-05
"(1, 17)",True,18.12744003614471,15.200686144165996,2.4198680280900255,73,0.0001,True,2000,4,mvol,2,rxn1,0.1812755209591164,1e-05
"(1, 18)",True,18.12721847023451,15.179882852908136,2.351109389671655,73,0.0001,True,2000,4,mvol,2,rxn1,0.18127330233358357,1e-05
"(1, 19)",True,18.128241415946107,15.185336595301049,2.05009339500197,81,0.0001,True,2000,4,mvol,2,rxn1,0.18128353099612604,1e-05
"(1, 20)",True,18.12723313342377,15.060359469375554,2.8958550261235367,77,0.0001,True,2000,4,mvol,2,rxn1,0.18127344362302564,1e-05
"(1, 21)",True,18.126778773258266,15.084492416332992,3.37415713752287,71,0.0001,True,2000,4,mvol,2,rxn1,0.18126889648401107,1e-05
"(1, 22)",True,18.126835776421153,15.104583074636945,2.9552778109745312,73,0.0001,True,2000,4,mvol,2,rxn1,0.1812694663122645,1e-05
"(1, 23)",True,18.127971302907024,15.113708105709508,2.6958843109448454,75,0.0001,True,2000,4,mvol,2,rxn1,0.1812808210718399,1e-05
"(1, 24)",True,18.128616293652463,15.172976052603532,2.886838577647386,73,0.0001,True,2000,4,mvol,2,rxn1,0.18128726833416597,1e-05
"(1, 25)",True,18.127319656326353,15.206145769743502,3.0174940497711975,69,0.0001,True,2000,4,mvol,2,rxn1,0.18127430019160495,1e-05
"(1, 26)",True,18.12785551089378,15.202713198721797,2.6219636535807656,71,0.0001,True,2000,4,mvol,2,rxn1,0.18127965871185606,1e-05
"(1, 27)",True,18.12960506566632,15.20300834719477,2.089077755096502,76,0.0001,True,2000,4,mvol,2,rxn1,0.18129715458879642,1e-05
"(1, 28)",True,18.130047338684747,15.251095444992487,2.2259871370798985,76,0.0001,True,2000,4,mvol,2,rxn1,0.18130157550619647,1e-05
"(1, 29)",True,18.12988186255988,15.295999313092535,2.4081999094956075,77,0.0001,True,2000,4,mvol,2,rxn1,0.1812999194808779,1e-05
"(1, 30)",True,18.129087639039863,15.291560477982378,2.8688053578487183,73,0.0001,True,2000,4,mvol,2,rxn1,0.1812919765641655,1e-05
"(1, 31)",True,18.128693471803718,15.291529498614915,3.014544950651396,73,0.0001,True,2000,4,mvol,2,rxn1,0.18128803473757987,1e-05
"(1, 32)",True,18.129196419085595,15.315350363030248,3.0618531887855176,74,0.0001,True,2000,4,mvol,2,rxn1,0.18129306376906826,1e-05
"(1, 33)",True,18.130583714429562,15.37092320138471,3.0238187834143297,73,0.0001,True,2000,4,mvol,2,rxn1,0.18130693522075628,1e-05
"(1, 34)",True,18.128827328281538,15.447923066542057,3.537110894045623,66,0.0001,True,2000,4,mvol,2,rxn1,0.18128936966715267,1e-05
"(1, 35)",True,18.128688267439284,15.455444183788599,3.5024846702499435,66,0.0001,True,2000,4,mvol,2,rxn1,0.18128797878201913,1e-05
