points,converged,% Rel-MSE X,% Rel-MSE W,% Rel-MSE H,iter_perf,tol,unimodal,iter_max,constraint_kind,model,noise [%],dataset,relative loss,lambda
"(1, 2)",True,7.138237010212516e-06,1.819347958266783e-05,4.1018396407038196e-05,1036,0.0001,True,2000,4,fpgm,0,rxn1,7.138237010212516e-08,
"(1, 3)",True,6.269585417091283e-06,1.6523562740648335e-05,3.833220701733839e-05,1008,0.0001,True,2000,4,fpgm,0,rxn1,6.269585417091283e-08,
"(1, 4)",True,6.032911380441675e-06,1.6564191742806846e-05,3.76880686157746e-05,992,0.0001,True,2000,4,fpgm,0,rxn1,6.032911380441674e-08,
"(1, 5)",True,5.5292546123669e-06,1.3802830806118737e-05,3.0670728949101855e-05,981,0.0001,True,2000,4,fpgm,0,rxn1,5.5292546123669e-08,
"(1, 6)",True,6.497644410103148e-06,1.7107695828045008e-05,3.652733173832453e-05,947,0.0001,True,2000,4,fpgm,0,rxn1,6.497644410103148e-08,
"(1, 7)",True,5.259370208536344e-06,1.525867238387359e-05,3.136280617917331e-05,935,0.0001,True,2000,4,fpgm,0,rxn1,5.259370208536344e-08,
"(1, 8)",True,5.65937252328835e-06,1.8056936415216698e-05,3.5172124819741716e-05,890,0.0001,True,2000,4,fpgm,0,rxn1,5.65937252328835e-08,
"(1, 9)",True,4.350394264502538e-06,1.564002670076601e-05,2.8891349566445213e-05,849,0.0001,True,2000,4,fpgm,0,rxn1,4.350394264502538e-08,
"(1, 10)",True,5.119095056889363e-06,1.6536314928127808e-05,2.8976607519510865e-05,793,0.0001,True,2000,4,fpgm,0,rxn1,5.1190950568893634e-08,
"(1, 11)",True,5.65937252328835e-06,1.8267252113706952e-05,2.9741792100406613e-05,735,0.0001,True,2000,4,fpgm,0,rxn1,5.65937252328835e-08,
"(1, 12)",True,5.786565315134846e-06,2.1447432321322767e-05,3.268592800814848e-05,668,0.0001,True,2000,4,fpgm,0,rxn1,5.7865653151348464e-08,
"(1, 13)",True,6.497644410103148e-06,2.3191294081299496e-05,3.360751294432657e-05,604,0.0001,True,2000,4,fpgm,0,rxn1,6.497644410103148e-08,
"(1, 14)",True,3.192316638868009e-06,1.3603375772863101e-05,1.876335245011449e-05,574,0.0001,True,2000,4,fpgm,0,rxn1,3.1923166388680094e-08,
"(1, 15)",True,4.001780688478014e-06,1.3462552548122917e-05,1.797281871415018e-05,468,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 16)",True,4.001780688478014e-06,1.8192046705844268e-05,1.8581436540108736e-05,418,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 17)",True,4.001780688478014e-06,1.8334911475385098e-05,1.8862834106255108e-05,463,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 18)",True,4.974866170310374e-06,2.4013392907395298e-05,1.9787185670294273e-05,475,0.0001,True,2000,4,fpgm,0,rxn1,4.9748661703103744e-08,
"(1, 19)",True,4.67307306111916e-06,2.640171690143085e-05,1.6713305186496585e-05,492,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 20)",True,3.6197468282650043e-06,2.36736746123889e-05,1.2110163981731957e-05,519,0.0001,True,2000,4,fpgm,0,rxn1,3.6197468282650044e-08,
"(1, 21)",True,1.2065822760883346e-06,2.4162259861565683e-05,1.1968674221535721e-05,542,0.0001,True,2000,4,fpgm,0,rxn1,1.2065822760883347e-08,
"(1, 22)",True,3.6197468282650043e-06,3.0056540961673807e-05,1.6903008561550442e-05,556,0.0001,True,2000,4,fpgm,0,rxn1,3.6197468282650044e-08,
"(1, 23)",True,1.2065822760883346e-06,1.6509445906958314e-05,1.1153011056521563e-05,604,0.0001,True,2000,4,fpgm,0,rxn1,1.2065822760883347e-08,
"(1, 24)",True,4.001780688478014e-06,2.274263142191623e-05,1.6123325475326688e-05,613,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 25)",True,3.192316638868009e-06,1.8425272467332368e-05,1.344565494016155e-05,645,0.0001,True,2000,4,fpgm,0,rxn1,3.1923166388680094e-08,
"(1, 26)",True,4.67307306111916e-06,2.780162391370448e-05,1.9857225645835634e-05,646,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 27)",True,3.192316638868009e-06,2.2451411537854985e-05,1.588824582896495e-05,676,0.0001,True,2000,4,fpgm,0,rxn1,3.1923166388680094e-08,
"(1, 28)",True,3.192316638868009e-06,2.2219738125383354e-05,1.5414472291593924e-05,694,0.0001,True,2000,4,fpgm,0,rxn1,3.1923166388680094e-08,
"(1, 29)",True,3.6197468282650043e-06,2.416371803450971e-05,1.6453427415199967e-05,705,0.0001,True,2000,4,fpgm,0,rxn1,3.6197468282650044e-08,
"(1, 30)",True,4.001780688478014e-06,3.1545723898584905e-05,2.111994498984616e-05,704,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 31)",True,2.9555109091023563e-06,2.499282673613424e-05,1.660612952932519e-05,729,0.0001,True,2000,4,fpgm,0,rxn1,2.9555109091023564e-08,
"(1, 32)",True,4.67307306111916e-06,3.2402671083123254e-05,2.1296706426565876e-05,725,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 33)",True,4.974866170310374e-06,3.946353404516254e-05,2.571337186066231e-05,723,0.0001,True,2000,4,fpgm,0,rxn1,4.9748661703103744e-08,
"(1, 34)",True,3.6197468282650043e-06,3.167344377805343e-05,2.0576904774283768e-05,744,0.0001,True,2000,4,fpgm,0,rxn1,3.6197468282650044e-08,
"(1, 35)",True,3.6197468282650043e-06,3.187856570605091e-05,2.0607864215785253e-05,751,0.0001,True,2000,4,fpgm,0,rxn1,3.6197468282650044e-08,
"(1, 36)",True,3.4127300379262423e-06,2.296722863966947e-05,1.4838880213373244e-05,777,0.0001,True,2000,4,fpgm,0,rxn1,3.4127300379262425e-08,
"(1, 37)",True,5.65937252328835e-06,4.0572926162996546e-05,2.588378160893624e-05,749,0.0001,True,2000,4,fpgm,0,rxn1,5.65937252328835e-08,
"(1, 38)",True,3.6197468282650043e-06,3.438833604287446e-05,2.1875936390927677e-05,764,0.0001,True,2000,4,fpgm,0,rxn1,3.6197468282650044e-08,
"(1, 39)",True,4.67307306111916e-06,3.904367572035272e-05,2.4624624025161073e-05,761,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 40)",True,4.001780688478014e-06,2.9503858243032627e-05,1.8581833805895795e-05,782,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 41)",True,4.67307306111916e-06,3.584881059388186e-05,2.2355881606888307e-05,774,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 42)",True,4.974866170310374e-06,3.429522504913014e-05,2.1293485591731936e-05,780,0.0001,True,2000,4,fpgm,0,rxn1,4.9748661703103744e-08,
"(1, 43)",True,5.5292546123669e-06,3.847184057147627e-05,2.3750691179726407e-05,776,0.0001,True,2000,4,fpgm,0,rxn1,5.5292546123669e-08,
"(1, 44)",True,4.67307306111916e-06,3.5210300141912616e-05,2.1681393860550695e-05,784,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 45)",True,4.001780688478014e-06,3.3151820394837915e-05,2.0364873943483642e-05,790,0.0001,True,2000,4,fpgm,0,rxn1,4.001780688478014e-08,
"(1, 46)",True,5.259370208536344e-06,3.6594775391836624e-05,2.24159128461505e-05,786,0.0001,True,2000,4,fpgm,0,rxn1,5.259370208536344e-08,
"(1, 47)",True,4.514617486076433e-06,3.956191636433414e-05,2.4190649614786558e-05,783,0.0001,True,2000,4,fpgm,0,rxn1,4.5146174860764326e-08,
"(1, 48)",True,4.974866170310374e-06,4.121942474450928e-05,2.5179882197154325e-05,782,0.0001,True,2000,4,fpgm,0,rxn1,4.9748661703103744e-08,
"(1, 49)",True,5.259370208536344e-06,4.141609259667036e-05,2.5287436586790907e-05,783,0.0001,True,2000,4,fpgm,0,rxn1,5.259370208536344e-08,
"(1, 50)",True,5.119095056889363e-06,4.215567084121623e-05,2.5733108372797775e-05,783,0.0001,True,2000,4,fpgm,0,rxn1,5.1190950568893634e-08,
"(1, 51)",True,4.179723611394188e-06,3.466931272592657e-05,2.1163083159248063e-05,796,0.0001,True,2000,4,fpgm,0,rxn1,4.179723611394188e-08,
"(1, 52)",True,4.350394264502538e-06,3.344287114459142e-05,2.041515362485985e-05,799,0.0001,True,2000,4,fpgm,0,rxn1,4.350394264502538e-08,
"(1, 53)",True,6.032911380441675e-06,4.443237118275157e-05,2.7130300050948253e-05,782,0.0001,True,2000,4,fpgm,0,rxn1,6.032911380441674e-08,
"(1, 54)",True,5.5292546123669e-06,4.3352510828662635e-05,2.6476166113796216e-05,784,0.0001,True,2000,4,fpgm,0,rxn1,5.5292546123669e-08,
"(1, 55)",True,4.67307306111916e-06,3.212387099393808e-05,1.9619434288487686e-05,803,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 56)",True,6.032911380441675e-06,4.594215356822602e-05,2.807159761988442e-05,781,0.0001,True,2000,4,fpgm,0,rxn1,6.032911380441674e-08,
"(1, 57)",True,4.67307306111916e-06,3.5060777642198085e-05,2.1423647091603098e-05,798,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 58)",True,4.67307306111916e-06,2.9908006377530007e-05,1.8276977640775537e-05,808,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
"(1, 59)",True,4.514617486076433e-06,3.991620105508605e-05,2.440299233350096e-05,790,0.0001,True,2000,4,fpgm,0,rxn1,4.5146174860764326e-08,
"(1, 60)",True,4.67307306111916e-06,2.988000651117853e-05,1.8267092822236964e-05,808,0.0001,True,2000,4,fpgm,0,rxn1,4.67307306111916e-08,
